X	HN23_1	HN25_1	HN26_1	HN28_1	HN_0	HN10_0	HN12_0	HN13_0	HN16_0	HN17_0	HN18_0	HN20_0	HN22_0	HN24_0	HN24_1	HN25_0	HN26_0	HN5_0	HN5_1	HN6_0	HN6_1	HN7_0	HN8_0
271	0.176274533	0.149154646	0	0.006760309	1.565451549	0	21.57391277	0	1.551271118	0	0.22126762	0	0	0	0	0	0	0.043626754	0	0	0	0	0
272	247.3356403	24.76760923	1.779196558	0.497906471	116.4182406	1.703671747	174.4133374	17.06648724	137.6005342	4.50046734	102.6851042	0.071063461	0.049086237	0.069189372	1.095728833	62.15599701	0.104340076	65.792472	8.124296667	0.845453711	0.044087272	0.024286051	36.86476245
273	340.0656031	10.53234359	1.269231132	0.713441484	83.5595532	0	64.70334299	0	131.6658008	5.279325442	109.3306479	0	0	0	0.101632611	56.95196369	1.111137192	33.01802948	0.251878484	0.007883313	0.05445223	0	1.412580659
274	0	0	0	0	0	0	0	0	0	0	0	0.014711931	0	0.157155459	0	0	0	0	0	0	0	0	0
275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3015719	0.349996689	0	0	0.481188018
276	20.04199755	13.99255264	6.307909165	10.49634738	18.05804989	9.386386206	44.30981884	26.69987423	34.38071244	15.72919504	45.18820391	5.988370594	24.3902671	29.38528995	14.63699421	19.55796248	7.455835949	21.66037001	22.6344415	18.66432739	11.45902399	25.0043202	27.6539529
277	0	0.008792064	0.045251344	0.276126659	0.047113471	0.666651119	0	0.065244089	0.298861928	0.120817114	0	0	0.359489238	0	0.330808117	2.899986467	1.163801354	1.042231065	0	0	0	0	0
278	0	1.893132562	0.722441314	1.46324177	9.041317836	39.24668226	3.315978741	1.962580824	2.322018793	3.104509437	2.368795966	0.030709606	1.289638011	0	28.49745542	0.002209293	0	0.000414521	0.623583281	1.42537633	0.567074713	0	16.02587668
279	5.263171487	4.16008772	9.013076055	2.886470557	8.522793595	5.875358318	1.903167983	10.21705633	6.901890933	4.303897302	4.681281472	0.009468305	3.409362031	4.468949656	3.061248957	8.465494289	5.866249657	12.27935201	9.26626957	1.356335708	4.54421372	0	0
280	271.0272673	17.50697069	5.381059436	0.497069085	365.0371503	46.12877546	560.3823329	270.2141898	172.3649128	67.99819867	213.8148282	0.006484541	2.635432404	0	10.22210871	169.5235282	3.651325055	7.402401152	3.658086128	6.067139566	18.58976684	0	167.3782076
281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	0	42.12934379	57.10214844	53.50641961	108.6641655	135.1759336	11.04263222	333.7080751	42.16617638	19.91987587	49.55664275	0.105536464	15.71463895	49.50541118	112.6619515	81.01310312	48.22602672	164.8209131	79.83936257	5.545218501	17.70116132	0	563.5167741
283	155.5834551	31.84476086	3.610070419	0.043521876	341.8090921	5.127327016	433.7651377	128.7684554	186.6959341	35.1988872	230.2994329	0	2.646682153	10.53329355	20.83491766	167.4658437	0	22.35305592	0.852820256	3.796423387	0	0	62.57151529
284	25.68637984	7.576343382	1.547140575	3.854925022	47.99165996	7.810308106	32.83590506	6.973781438	9.240692957	7.350663741	30.80777024	0	0	0	0	36.96000324	0.01132072	8.952653545	2.25226581	0.916590604	4.904727022	0	19.23386751
285	0	0.006868038	0.02617303	0.005124018	0.237672779	0	0	0	0.001280699	0.002676741	0.002635148	0.027842436	0.349504895	0	0	0	0	0	0	2.497229203	0.016934163	0	0
286	0	0.527302309	1.409132605	3.536726677	6.455324001	0	0	9.929835061	3.954427014	1.13780171	1.162103065	0.001048739	0	0.760692984	31.16367735	0.900643432	0.015283514	1.663661629	2.927178826	4.116722401	1.354572175	0	24.05341227
287	3.323270259	1.61357387	6.089964268	1.280744124	2.730117664	1.377150775	2.301777211	0.381707627	2.937083776	1.640214193	2.141615096	1.551334678	1.743363803	0.748118269	0.385098604	0.505775276	4.547199254	0.751402443	8.69403801	2.780191585	5.345656854	0.341430556	1.054558842
288	0	0	0	0	0.203707546	0	4.472365319	0	0	0.792898497	17.02044458	0	0	0	0	0	0	4.849210917	0	0	0	0	0
289	172.0438118	7.25295747	0	0.002396727	248.8322805	0	129.7146475	2.135471102	10.24703754	50.77032874	61.80990368	0	0	0	0	0	0	25.95145029	0	0	0	0	0
